Variable;Scenario;Scenario_name;Class;UF;1995;2000;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;PR;0.005135002;0.005135002;0.004073533;0.003197285;0.001767133;0.002971135;0.001439809;0.001439809;0.001439809;0.001439809;0.001439809;0.001439809
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;SC;0.000755898;0.000755898;0.000619719;0.000365176;0.000194894;0.000266035;0.0001948;0.0001948;0.0001948;0.0001948;0.0001948;0.0001948
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;RS;0.000298931;0.000298931;0.000221101;0.000127298;4.43137E-05;6.71593E-05;6.07459E-05;6.07459E-05;6.07459E-05;6.07459E-05;6.07459E-05;6.07459E-05
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;MS;0.040808147;0.040808147;0.037770523;0.039700299;0.023095009;0.031279756;0.019266222;0.019266222;0.019266222;0.019266222;0.019266222;0.019266222
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;MT;0.053537168;0.053537168;0.052156593;0.057098118;0.039333301;0.042112368;0.044270429;0.044270429;0.044270429;0.044270429;0.044270429;0.044270429
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;GO;0.029898677;0.029898677;0.027154428;0.02763197;0.020192251;0.017995403;0.01495643;0.01495643;0.01495643;0.01495643;0.01495643;0.01495643
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;DF;0.000511904;0.000511904;0.000474766;0.000360081;0.000286283;0.000275677;0.000227106;0.000227106;0.000227106;0.000227106;0.000227106;0.000227106
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;RO;0.017283018;0.017283018;0.019198381;0.023361757;0.022450431;0.026937339;0.030356056;0.030356056;0.030356056;0.030356056;0.030356056;0.030356056
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;AC;0.002190083;0.002190083;0.002268981;0.002470523;0.001679129;0.002534203;0.003710825;0.003710825;0.003710825;0.003710825;0.003710825;0.003710825
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;AM;0.001603622;0.001603622;0.001916055;0.002728237;0.00290284;0.003951084;0.006521591;0.006521591;0.006521591;0.006521591;0.006521591;0.006521591
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;RR;0.001080308;0.001080308;0.00126397;0.001452172;0.001623379;0.001894774;0.00229901;0.00229901;0.00229901;0.00229901;0.00229901;0.00229901
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;PA;0.034134493;0.034134493;0.040359081;0.046992412;0.049346719;0.050624081;0.059649094;0.059649094;0.059649094;0.059649094;0.059649094;0.059649094
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;AP;8.08328E-05;8.08328E-05;8.80143E-05;0.0001159;9.81184E-05;6.29415E-05;0.000126947;0.000126947;0.000126947;0.000126947;0.000126947;0.000126947
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;TO;0.01576689;0.01576689;0.016876204;0.018170758;0.01994193;0.020179333;0.020627127;0.020627127;0.020627127;0.020627127;0.020627127;0.020627127
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;MA;0.014061499;0.014061499;0.015676189;0.018055471;0.019782229;0.018749148;0.021379888;0.021379888;0.021379888;0.021379888;0.021379888;0.021379888
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;PI;0.004124724;0.004124724;0.004345342;0.004601438;0.004032197;0.005369103;0.005943681;0.005943681;0.005943681;0.005943681;0.005943681;0.005943681
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;CE;0.005723706;0.005723706;0.006637181;0.006929604;0.005161848;0.007766957;0.007887558;0.007887558;0.007887558;0.007887558;0.007887558;0.007887558
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;RN;0.00273699;0.00273699;0.002435635;0.002083986;0.00134659;0.002829538;0.002586162;0.002586162;0.002586162;0.002586162;0.002586162;0.002586162
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;PB;0.003504516;0.003504516;0.003146781;0.003076833;0.001914931;0.00343339;0.004326752;0.004326752;0.004326752;0.004326752;0.004326752;0.004326752
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;PE;0.007085941;0.007085941;0.006705337;0.006119649;0.00374889;0.007045978;0.007080479;0.007080479;0.007080479;0.007080479;0.007080479;0.007080479
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;AL;0.004972229;0.004972229;0.004639241;0.004206427;0.003737092;0.004211347;0.003880479;0.003880479;0.003880479;0.003880479;0.003880479;0.003880479
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;SE;0.00375304;0.00375304;0.003534347;0.00335872;0.002938943;0.003277255;0.003070638;0.003070638;0.003070638;0.003070638;0.003070638;0.003070638
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;BA;0.040215185;0.040215185;0.039830502;0.039047658;0.034275604;0.040135459;0.038542679;0.038542679;0.038542679;0.038542679;0.038542679;0.038542679
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;MG;0.073893121;0.073893121;0.068452466;0.06474006;0.057713603;0.062364585;0.056781612;0.056781612;0.056781612;0.056781612;0.056781612;0.056781612
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;ES;0.008830726;0.008830726;0.007701475;0.00595332;0.005193805;0.006747894;0.005595162;0.005595162;0.005595162;0.005595162;0.005595162;0.005595162
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;RJ;0.006371917;0.006371917;0.006072584;0.005728894;0.005889212;0.005708471;0.005571451;0.005571451;0.005571451;0.005571451;0.005571451;0.005571451
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;SP;0.026568141;0.026568141;0.020982865;0.016318732;0.014960122;0.012589897;0.011592641;0.011592641;0.011592641;0.011592641;0.011592641;0.011592641
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;PR;0.014192807;0.014192807;0.012180566;0.009346328;0.006341187;0.006335424;0.004847474;0.004847474;0.004847474;0.004847474;0.004847474;0.004847474
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;SC;0.002872167;0.002872167;0.002825068;0.001875587;0.001251254;0.001517776;0.001291458;0.001291458;0.001291458;0.001291458;0.001291458;0.001291458
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;RS;0.00192409;0.00192409;0.001511011;0.001097995;0.000519728;0.000677795;0.000615248;0.000615248;0.000615248;0.000615248;0.000615248;0.000615248
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;MS;0.047051742;0.047051742;0.04451349;0.042200791;0.04228048;0.036731907;0.036158038;0.036158038;0.036158038;0.036158038;0.036158038;0.036158038
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;MT;0.047600894;0.047600894;0.052605101;0.053308386;0.056633479;0.055840826;0.056706328;0.056706328;0.056706328;0.056706328;0.056706328;0.056706328
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;GO;0.044451368;0.044451368;0.041816123;0.04014253;0.039260533;0.037207349;0.03335721;0.03335721;0.03335721;0.03335721;0.03335721;0.03335721
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;DF;0.00022054;0.00022054;0.000177222;0.000151096;0.000180665;0.000197194;0.000179132;0.000179132;0.000179132;0.000179132;0.000179132;0.000179132
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;RO;0.011975006;0.011975006;0.019553182;0.016456837;0.021868252;0.019839686;0.017983721;0.017983721;0.017983721;0.017983721;0.017983721;0.017983721
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;AC;0.005025557;0.005025557;0.006597018;0.007605543;0.00950431;0.010621494;0.011604259;0.011604259;0.011604259;0.011604259;0.011604259;0.011604259
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;AM;0.002726124;0.002726124;0.003817226;0.004535363;0.005743618;0.008410988;0.010336552;0.010336552;0.010336552;0.010336552;0.010336552;0.010336552
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;RR;0.00112972;0.00112972;0.001640771;0.002076932;0.002153631;0.002835813;0.002737655;0.002737655;0.002737655;0.002737655;0.002737655;0.002737655
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;PA;0.027930913;0.027930913;0.042244433;0.049680682;0.052011218;0.063952485;0.060969613;0.060969613;0.060969613;0.060969613;0.060969613;0.060969613
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;AP;6.78335E-05;6.78335E-05;5.6448E-05;8.74869E-05;0.000106839;0.000123701;0.000145333;0.000145333;0.000145333;0.000145333;0.000145333;0.000145333
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;TO;0.011540737;0.011540737;0.012760311;0.013872778;0.015729986;0.0181085;0.016372699;0.016372699;0.016372699;0.016372699;0.016372699;0.016372699
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;MA;0.012644965;0.012644965;0.015433167;0.018331945;0.020874743;0.026484992;0.024558913;0.024558913;0.024558913;0.024558913;0.024558913;0.024558913
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;PI;0.002404873;0.002404873;0.002407824;0.001998896;0.001805644;0.004007465;0.004427712;0.004427712;0.004427712;0.004427712;0.004427712;0.004427712
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;CE;0.002102777;0.002102777;0.002406894;0.002070293;0.000889848;0.003846074;0.007046926;0.007046926;0.007046926;0.007046926;0.007046926;0.007046926
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;RN;0.001261556;0.001261556;0.001129713;0.001074911;0.000917297;0.001582119;0.002361908;0.002361908;0.002361908;0.002361908;0.002361908;0.002361908
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;PB;0.003055068;0.003055068;0.002908007;0.002776545;0.002320018;0.003098063;0.004056388;0.004056388;0.004056388;0.004056388;0.004056388;0.004056388
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;PE;0.004285232;0.004285232;0.00364794;0.003295847;0.001533281;0.004122327;0.006272936;0.006272936;0.006272936;0.006272936;0.006272936;0.006272936
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;AL;0.002787687;0.002787687;0.002572545;0.002973222;0.001669654;0.00336051;0.004103252;0.004103252;0.004103252;0.004103252;0.004103252;0.004103252
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;SE;0.003881399;0.003881399;0.003672847;0.003748877;0.002617729;0.003166708;0.003629297;0.003629297;0.003629297;0.003629297;0.003629297;0.003629297
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;BA;0.037613609;0.037613609;0.032296075;0.023217053;0.017148851;0.032975941;0.032414728;0.032414728;0.032414728;0.032414728;0.032414728;0.032414728
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;MG;0.042313143;0.042313143;0.034070372;0.030746457;0.028327152;0.03601363;0.03323498;0.03323498;0.03323498;0.03323498;0.03323498;0.03323498
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;ES;0.00471791;0.00471791;0.003207271;0.002696911;0.001853366;0.003235441;0.002387953;0.002387953;0.002387953;0.002387953;0.002387953;0.002387953
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;RJ;0.004554287;0.004554287;0.00339583;0.003815749;0.0034758;0.004179223;0.003310618;0.003310618;0.003310618;0.003310618;0.003310618;0.003310618
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;SP;0.010861055;0.010861055;0.007588991;0.007716854;0.010219017;0.007488358;0.007692619;0.007692619;0.007692619;0.007692619;0.007692619;0.007692619
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;PR;0.012582293;0.012582293;0.011649014;0.011190276;0.013076252;0.010060025;0.010393807;0.010393807;0.010393807;0.010393807;0.010393807;0.010393807
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;SC;0.003810256;0.003810256;0.004004547;0.003703155;0.004151497;0.003612812;0.003742487;0.003742487;0.003742487;0.003742487;0.003742487;0.003742487
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;RS;0.001932993;0.001932993;0.001687546;0.001305249;0.00185502;0.001697601;0.001923857;0.001923857;0.001923857;0.001923857;0.001923857;0.001923857
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;MS;0.020969046;0.020969046;0.020671672;0.018163024;0.027346826;0.019176636;0.023100521;0.023100521;0.023100521;0.023100521;0.023100521;0.023100521
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;MT;0.021105508;0.021105508;0.029368851;0.025862112;0.034248787;0.03022356;0.029349052;0.029349052;0.029349052;0.029349052;0.029349052;0.029349052
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;GO;0.026166576;0.026166576;0.024980427;0.023026143;0.029597607;0.029784515;0.029044802;0.029044802;0.029044802;0.029044802;0.029044802;0.029044802
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;DF;8.0334E-05;8.0334E-05;6.26851E-05;5.36585E-05;8.76902E-05;9.76559E-05;8.11025E-05;8.11025E-05;8.11025E-05;8.11025E-05;8.11025E-05;8.11025E-05
Cropland management systems;A;Current trends (BAU);Conventional tillage;RO;0.011492547;0.006786248;0.006236809;0.006298414;0.002791344;0.004282052;0.006040394;0.005945575;0.005836826;0.005717482;0.005590334;0.005457681
Cropland management systems;A;Current trends (BAU);Conventional tillage;AC;0.002310176;0.001957007;0.001766956;0.001796405;0.001460989;0.000852106;0.000887126;0.000829995;0.000774497;0.000721124;0.0006702;0.000621923
Cropland management systems;A;Current trends (BAU);Conventional tillage;AM;0.001308173;0.003120272;0.002744757;0.002243211;0.001492019;0.001423353;0.001494665;0.001409239;0.001325195;0.001243426;0.001164568;0.001089049
Cropland management systems;A;Current trends (BAU);Conventional tillage;RR;0.000718744;0.000685638;0.000880796;0.000252373;0.000368979;0.000800919;0.001585863;0.001555142;0.001520997;0.001484335;0.001445907;0.001406327
Cropland management systems;A;Current trends (BAU);Conventional tillage;PA;0.020045974;0.023931856;0.017486875;0.011220796;0.011790698;0.01445113;0.020175197;0.020541627;0.02085961;0.021135997;0.021376869;0.021587531
Cropland management systems;A;Current trends (BAU);Conventional tillage;AP;0.000107451;0.000184246;0.000251928;0.000362941;0.000454065;0.000503462;0.000252122;0.000238257;0.000224561;0.000211188;0.000198248;0.000185817
Cropland management systems;A;Current trends (BAU);Conventional tillage;TO;0.005855327;0.00445013;0.010109311;0.006507568;0.010042501;0.011415283;0.014329784;0.014590047;0.0148159;0.015012209;0.015183292;0.015332919
Cropland management systems;A;Current trends (BAU);Conventional tillage;MA;0.041576566;0.021323996;0.022016288;0.019116498;0.01047286;0.004899183;0.006138605;0.004783575;0.003717833;0.002883184;0.002231822;0.001724981
Cropland management systems;A;Current trends (BAU);Conventional tillage;PI;0.027527427;0.014627635;0.015777699;0.013927944;0.014716815;0.01312514;0.013436624;0.013680665;0.013892441;0.014076514;0.014236934;0.014377235
Cropland management systems;A;Current trends (BAU);Conventional tillage;CE;0.037205816;0.031411127;0.02216765;0.022295801;0.016356119;0.015740073;0.013531627;0.012098039;0.010787834;0.009598397;0.008524482;0.007559182
Cropland management systems;A;Current trends (BAU);Conventional tillage;RN;0.010662709;0.006937939;0.005504601;0.003220529;0.003041023;0.003815503;0.003347589;0.003253118;0.003152984;0.00304922;0.002943478;0.002837071
Cropland management systems;A;Current trends (BAU);Conventional tillage;PB;0.017683827;0.012382392;0.006718998;0.005204799;0.004374291;0.004835531;0.004314196;0.004144891;0.003971739;0.003797462;0.003624191;0.003453553
Cropland management systems;A;Current trends (BAU);Conventional tillage;PE;0.029670169;0.022615628;0.016644851;0.01828036;0.00838664;0.008471101;0.007013753;0.005686474;0.004598221;0.003710068;0.002987987;0.002402775
Cropland management systems;A;Current trends (BAU);Conventional tillage;AL;0.017379765;0.014793131;0.009701835;0.009639539;0.00616722;0.005189636;0.004317469;0.003823003;0.003376249;0.002975154;0.002616913;0.002298299
Cropland management systems;A;Current trends (BAU);Conventional tillage;SE;0.005787475;0.00465202;0.003795815;0.001868436;0.001430254;0.000829001;0.000894387;0.000835822;0.000779035;0.000724512;0.000672571;0.000623403
Cropland management systems;A;Current trends (BAU);Conventional tillage;BA;0.045814332;0.052524539;0.035216597;0.029040924;0.02985732;0.019137768;0.017558242;0.015431703;0.013526984;0.011831323;0.010329289;0.009004199
Cropland management systems;A;Current trends (BAU);Conventional tillage;MG;0.071414155;0.048857076;0.041598053;0.036569521;0.034694385;0.031390391;0.034160746;0.034781187;0.035319597;0.035787577;0.036195423;0.036552117
Cropland management systems;A;Current trends (BAU);Conventional tillage;ES;0.005401448;0.003259113;0.002707485;0.002400275;0.00168234;0.000875255;0.00087309;0.000807377;0.000744643;0.000685276;0.000629487;0.00057736
Cropland management systems;A;Current trends (BAU);Conventional tillage;RJ;0.004987454;0.00446436;0.003761784;0.002998512;0.001522766;0.001042865;0.000842174;0.000769456;0.000701165;0.000637531;0.000578612;0.000524338
Cropland management systems;A;Current trends (BAU);Conventional tillage;SP;0.102339423;0.09523713;0.086265975;0.114276445;0.105325876;0.101916755;0.090046255;0.09168171;0.093100937;0.094334511;0.095409576;0.096349806
Cropland management systems;A;Current trends (BAU);Conventional tillage;PR;0.139835102;0.106422016;0.062627801;0.053085905;0.05743214;0.048401372;0.030200101;0.024085824;0.019158827;0.015206229;0.012047001;0.009529582
Cropland management systems;A;Current trends (BAU);Conventional tillage;SC;0.041204102;0.022367168;0.013222048;0.009476922;0.007939905;0.005682264;0.004461317;0.00397747;0.003536756;0.003137968;0.002779052;0.002457436
Cropland management systems;A;Current trends (BAU);Conventional tillage;RS;0.131058643;0.07803291;0.048742074;0.034362912;0.046361114;0.047360668;0.041910957;0.04267216;0.043332722;0.043906875;0.044407251;0.04484487
Cropland management systems;A;Current trends (BAU);Conventional tillage;MS;0.035358145;0.023316874;0.018408458;0.008204854;0.013898896;0.023687747;0.02904887;0.029576467;0.030034309;0.03043226;0.030779075;0.031082392
Cropland management systems;A;Current trends (BAU);Conventional tillage;MT;0.059912595;0.046273028;0.068713343;0.027869486;0.04784769;0.049409816;0.06094457;0.062051469;0.063012022;0.063846922;0.064574541;0.065210902
Cropland management systems;A;Current trends (BAU);Conventional tillage;GO;0.049500901;0.035114336;0.03043475;0.022488179;0.030833151;0.030954238;0.041020128;0.041765152;0.042411674;0.042973622;0.043463363;0.04389168
Cropland management systems;A;Current trends (BAU);Conventional tillage;DF;0.00132255;0.000589237;0.000388733;0.000267659;0.000631254;0.000696626;0.000619664;0.00059235;0.000564749;0.000537251;0.000510157;0.000483691
Cropland management systems;A;Current trends (BAU);No-till practices;RO;0.000157519;0.000598785;0.00085157;0.001900666;0.002744152;0.003159383;0.003154569;0.003124966;0.003087485;0.003043754;0.002995154;0.002942837
Cropland management systems;A;Current trends (BAU);No-till practices;AC;2.19654E-05;8.3498E-05;0.000118748;0.00012498;0.000105288;0.00010297;0.000101858;9.63022E-05;9.08098E-05;8.54426E-05;8.02455E-05;7.52497E-05
Cropland management systems;A;Current trends (BAU);No-till practices;AM;3.73092E-05;0.000141825;0.000201698;0.000195235;0.000145072;0.000133803;0.000132345;0.000125063;0.00011787;0.000110847;0.000104052;9.75243E-05
Cropland management systems;A;Current trends (BAU);No-till practices;RR;2.88876E-05;0.000109812;0.00015617;0.000283955;0.0003753;0.00042367;0.00041955;0.000398826;0.000378127;0.000357715;0.000337785;0.00031848
Cropland management systems;A;Current trends (BAU);No-till practices;PA;0.000178865;0.000679926;0.000966965;0.002296512;0.003389874;0.003920832;0.003924594;0.003936348;0.003937735;0.003930472;0.003916045;0.003895725
Cropland management systems;A;Current trends (BAU);No-till practices;AP;9.35737E-07;3.55706E-06;5.05871E-06;2.1072E-05;3.5672E-05;4.23443E-05;4.18901E-05;3.96195E-05;3.73732E-05;3.51769E-05;3.30491E-05;3.10027E-05
Cropland management systems;A;Current trends (BAU);No-till practices;TO;0.000402679;0.00153072;0.002176931;0.004577937;0.006458834;0.007399553;0.007428919;0.007563846;0.007680934;0.007782705;0.007871399;0.007948969
Cropland management systems;A;Current trends (BAU);No-till practices;MA;0.001116233;0.004243183;0.00603449;0.010360351;0.013290155;0.014896119;0.014955237;0.01522686;0.015462571;0.015667447;0.015845998;0.016002156
Cropland management systems;A;Current trends (BAU);No-till practices;PI;0.000410041;0.001558705;0.00221673;0.005316031;0.00787288;0.009112166;0.009148329;0.009314484;0.009458672;0.009583998;0.00969322;0.009788744
Cropland management systems;A;Current trends (BAU);No-till practices;CE;0.000241567;0.000918278;0.001305939;0.001013426;0.000442886;0.000262145;0.000258667;0.00024152;0.000224916;0.000208994;0.000193843;0.000179517
Cropland management systems;A;Current trends (BAU);No-till practices;RN;1.03232E-05;3.92419E-05;5.58083E-05;5.989E-05;5.17652E-05;5.1171E-05;5.06171E-05;4.78497E-05;4.51144E-05;4.24421E-05;3.98551E-05;3.73686E-05
Cropland management systems;A;Current trends (BAU);No-till practices;PB;3.33333E-05;0.000126711;0.000180204;0.000154739;9.06172E-05;7.20828E-05;7.12849E-05;6.73047E-05;6.33793E-05;5.95518E-05;5.5853E-05;5.23042E-05
Cropland management systems;A;Current trends (BAU);No-till practices;PE;0.000125302;0.000476317;0.0006774;0.00055991;0.000297535;0.000218505;0.000215924;0.000203103;0.00019054;0.000178361;0.000166655;0.000155481
Cropland management systems;A;Current trends (BAU);No-till practices;AL;6.05223E-05;0.000230066;0.000327191;0.00029547;0.000193277;0.000165865;0.000164023;0.000154837;0.000145781;0.000136952;0.000128423;0.000120242
Cropland management systems;A;Current trends (BAU);No-till practices;SE;6.94475E-06;2.63994E-05;3.75441E-05;6.63345E-05;8.64023E-05;9.72009E-05;9.61696E-05;9.10105E-05;8.59013E-05;8.09009E-05;7.60522E-05;7.1385E-05
Cropland management systems;A;Current trends (BAU);No-till practices;BA;0.002380421;0.009048795;0.012868845;0.016966757;0.018188067;0.019408342;0.019485367;0.019839268;0.020146379;0.020413315;0.020645952;0.020849411
Cropland management systems;A;Current trends (BAU);No-till practices;MG;0.003376767;0.012836246;0.018255211;0.02296889;0.023623504;0.024881811;0.024980559;0.025434265;0.025827986;0.026170203;0.026468447;0.026729285
Cropland management systems;A;Current trends (BAU);No-till practices;ES;1.20969E-05;4.59846E-05;6.53975E-05;0.000139224;0.000197393;0.000226384;0.000224072;0.000212481;0.000200958;0.000189643;0.000178638;0.000168014
Cropland management systems;A;Current trends (BAU);No-till practices;RJ;1.32506E-05;5.03702E-05;7.16346E-05;0.000109268;0.000130599;0.000143765;0.000142251;0.000134676;0.000127169;0.000119816;0.000112682;0.000105811
Cropland management systems;A;Current trends (BAU);No-till practices;SP;0.001729122;0.006572983;0.009347842;0.01203246;0.012633262;0.013394079;0.013447236;0.01369147;0.013903413;0.014087631;0.014248178;0.014388589
Cropland management systems;A;Current trends (BAU);No-till practices;PR;0.013860596;0.052688865;0.074932062;0.078827738;0.066365268;0.064886164;0.065143676;0.066326841;0.067353576;0.068246002;0.069023754;0.06970396
Cropland management systems;A;Current trends (BAU);No-till practices;SC;0.002835216;0.010777624;0.01532752;0.016155139;0.01363606;0.013346727;0.013326198;0.013200184;0.013040914;0.012855271;0.01264909;0.012427244
Cropland management systems;A;Current trends (BAU);No-till practices;RS;0.015226554;0.057881339;0.082316597;0.090413784;0.080465859;0.080482426;0.080801835;0.082269389;0.083542914;0.084649846;0.085614541;0.086458244
Cropland management systems;A;Current trends (BAU);No-till practices;MS;0.004580211;0.017410949;0.024761177;0.03013488;0.030022914;0.031291153;0.031415338;0.031985916;0.032481055;0.032911425;0.033286493;0.033614521
Cropland management systems;A;Current trends (BAU);No-till practices;MT;0.012175878;0.046284678;0.065824275;0.090479857;0.100349129;0.108179456;0.108608786;0.110581381;0.112293174;0.113781043;0.115077726;0.116211779
Cropland management systems;A;Current trends (BAU);No-till practices;GO;0.006740178;0.025621722;0.036438219;0.042555734;0.040635725;0.041732256;0.041897878;0.042658844;0.0433192;0.043893173;0.044393393;0.044830875
Cropland management systems;A;Current trends (BAU);No-till practices;DF;0.000252484;0.000959777;0.001364957;0.001367996;0.001074388;0.001018239;0.001007385;0.000953107;0.000899377;0.000846812;0.000795861;0.000746836
Cropland management systems;A;Current trends (BAU);Full no-till system;RO;3.93799E-05;0.000149696;0.000212892;0.000475166;0.000686038;0.000789846;0.000783107;0.000748911;0.000714322;0.000679834;0.000645828;0.000612588
Cropland management systems;A;Current trends (BAU);Full no-till system;AC;5.49135E-06;2.08745E-05;2.96869E-05;3.1245E-05;2.63221E-05;2.57424E-05;2.54631E-05;2.40678E-05;2.26891E-05;2.13423E-05;2.00388E-05;1.87862E-05
Cropland management systems;A;Current trends (BAU);Full no-till system;AM;9.32731E-06;3.54563E-05;5.04246E-05;4.88087E-05;3.6268E-05;3.34508E-05;3.3087E-05;3.127E-05;2.94749E-05;2.77218E-05;2.60254E-05;2.43955E-05
Cropland management systems;A;Current trends (BAU);Full no-till system;RR;7.2219E-06;2.74529E-05;3.90425E-05;7.09887E-05;9.3825E-05;0.000105917;0.000104797;9.91888E-05;9.36337E-05;8.81956E-05;8.29214E-05;7.78437E-05
Cropland management systems;A;Current trends (BAU);Full no-till system;PA;4.47162E-05;0.000169982;0.000241741;0.000574128;0.000847468;0.000980208;0.000972453;0.000932905;0.000892607;0.000852174;0.000812085;0.000772702
Cropland management systems;A;Current trends (BAU);Full no-till system;AP;2.33934E-07;8.89264E-07;1.26468E-06;5.268E-06;8.91801E-06;1.05861E-05;1.04714E-05;9.89849E-06;9.33228E-06;8.77914E-06;8.24367E-06;7.72907E-06
Cropland management systems;A;Current trends (BAU);Full no-till system;TO;0.00010067;0.00038268;0.000544233;0.001144484;0.001614709;0.001849888;0.001839688;0.001786297;0.001729886;0.001671578;0.00161228;0.001552716
Cropland management systems;A;Current trends (BAU);Full no-till system;MA;0.000279058;0.001060796;0.001508623;0.002590088;0.003322539;0.00372403;0.003719743;0.003691717;0.003654249;0.003609218;0.003558221;0.003502597
Cropland management systems;A;Current trends (BAU);Full no-till system;PI;0.00010251;0.000389676;0.000554182;0.001329008;0.00196822;0.002278041;0.002268982;0.002220215;0.002166772;0.002109972;0.002050902;0.001990447
Cropland management systems;A;Current trends (BAU);Full no-till system;CE;6.03917E-05;0.000229569;0.000326485;0.000253356;0.000110722;6.55362E-05;6.47846E-05;6.10438E-05;5.73674E-05;5.37941E-05;5.0351E-05;4.70565E-05
Cropland management systems;A;Current trends (BAU);Full no-till system;RN;2.58079E-06;9.81048E-06;1.39521E-05;1.49725E-05;1.29413E-05;1.27928E-05;1.26539E-05;1.19601E-05;1.12745E-05;1.06049E-05;9.95689E-06;9.33418E-06
Cropland management systems;A;Current trends (BAU);Full no-till system;PB;8.33332E-06;3.16778E-05;4.50509E-05;3.86847E-05;2.26543E-05;1.80207E-05;1.78239E-05;1.68415E-05;1.58713E-05;1.49241E-05;1.40078E-05;1.31277E-05
Cropland management systems;A;Current trends (BAU);Full no-till system;PE;3.13256E-05;0.000119079;0.00016935;0.000139978;7.43838E-05;5.46263E-05;5.40197E-05;5.09942E-05;4.80114E-05;4.51038E-05;4.22947E-05;3.96002E-05
Cropland management systems;A;Current trends (BAU);Full no-till system;AL;1.51306E-05;5.75165E-05;8.17977E-05;7.38674E-05;4.83191E-05;4.14663E-05;4.10132E-05;3.87508E-05;3.65168E-05;3.4336E-05;3.22264E-05;3.02003E-05
Cropland management systems;A;Current trends (BAU);Full no-till system;SE;1.73619E-06;6.59984E-06;9.38604E-06;1.65836E-05;2.16006E-05;2.43002E-05;2.40377E-05;2.27259E-05;2.14291E-05;2.01619E-05;1.8935E-05;1.77556E-05
Cropland management systems;A;Current trends (BAU);Full no-till system;BA;0.000595105;0.002262199;0.003217211;0.004241689;0.004547017;0.004852085;0.004845176;0.004802099;0.004746866;0.004681964;0.004609502;0.004531244
